delay,scale,ans,msg
0.15920284729005985,0.9775513331800674,n,DON'T MOVE
0.06675958916785463,0.9772476060470041,n,REST
0.019135113218592625,0.9408601069035794,n,REST
0.08097096962722211,0.9200772345900776,n,DON'T MOVE
-0.045409132154133836,1.1190109500659704,b,MOVE
0.07777547110578331,0.8634105134522221,n,DON'T MOVE
0.12994818580021927,1.0720955897347388,n,REST
-0.013732609853093658,0.86744382475127,b,REST
0.17620976381066245,1.1856931648103324,n,DON'T MOVE
0.1214959080049271,1.1247180337287488,n,MOVE
0.193343699289733,0.8645741635599451,n,MOVE
-0.13214549696649316,0.9259526529140727,b,MOVE
