delay,scale,ans,msg
0.056162690085965916,1.0883893112617347,n,REST
-0.006772065779299341,1.0195865022037645,b,MOVE
0.0020946880074196594,1.0357536515885286,n,REST
-0.04524293955257627,0.7656738094359788,b,REST
0.11745498177663083,0.8915167412682667,n,DON'T MOVE
0.03200167155112266,1.0559696289403917,n,DON'T MOVE
-0.13508056059907447,1.0939469349856077,b,REST
0.08030093864286247,0.9021518957881305,n,DON'T MOVE
0.1858204320357021,1.0503096840109192,n,REST
3.3444680866967502e-06,1.04064144688948,n,MOVE
0.15580802557845796,1.0323461009915644,n,DON'T MOVE
-0.06335453893155615,0.950658911809112,b,DON'T MOVE
0.026857651051083703,0.9207983209222819,n,MOVE
-0.028981614681555967,0.9157632065861516,b,REST
-0.025301094789280387,0.8720497338329396,b,DON'T MOVE
0.11062367399884016,1.0245715169511234,n,MOVE
0.014241669399062518,0.9955805199316382,n,REST
0.18149689077794667,1.1567632552890308,n,MOVE
0.017683264059240866,1.1051108679613177,n,DON'T MOVE
-0.1671620310899901,1.0406368425631713,b,MOVE
-0.05346303932999183,0.9831353898758716,b,MOVE
0.14034020160180066,0.6810297210774737,n,REST
-0.037489982780819664,1.112013225923654,b,REST
-0.18911905364206016,1.1332778208133576,b,REST
-0.10112910440105867,0.9756661233883698,b,MOVE
-0.17314225170521813,0.986996928869011,b,MOVE
0.19754080456850914,0.9890982628662696,n,MOVE
0.18823212535086942,1.1556186439264637,n,DON'T MOVE
0.12010334045303472,1.0128778352730194,n,DON'T MOVE
0.040726848562186946,0.7933051277344685,n,DON'T MOVE
